,Company Name,Listed,HQ Country,GICS Sector,Accounting Year End,Reported Scope 1 tCO2e,Estimated Scope 1 tCO2e,Scope 1 source,Scope 1 quality flag,Reported market-based Scope 2 tCO2e,Note,Reported location-based Scope 2 tCO2e,Estimated location-based Scope 2 tCO2e,Location-based Scope 2 source,Location-based Scope 2 quality flag,Scope 2 company comments,GHG revenue intensity tCO2e/mmUSD,Scope 2 figure used for intensity,amplification.wordsindex,DeAmplification.wordsindex,HE_negativeindex,HE_positiveindex,angerindex,anticipationindex,disgustindex,fearindex,joyindex,sadnessindex,surpriseindex,trustindex,LMnegativeindex,LMpositiveindex,LMuncertaintyindex,BasicNegativeWordsindex,PositivePolarisedindex,NegativePolarisedindex,PowerWordsindex,PrudentialNegativeindex,PrudentialPositiveindex,PrudentialTopNegativeindex,Strategyindex,Financial.termsindex,Regulationindex,Technologyindex,Healthcareindex,Environmentindex,Socialindex,Governanceindex,ESGindex,LMuncertaintyindex.1,Regulationindex.1,Environmentindex.1,Socialindex.1,Governanceindex.1,ESGindex.1,ISIN lower,2016vol,2017vol,2018vol,2019vol,VolFactor,Carbon Emission  tCO2e/mmUSD,Scope 1 tCO2e,Scope 2 tCO2e,Scope 1 and 2 tCO2e,Consumer Discretionary,Consumer Staples,Energy,Financials,Health Care,Industrials,Information Technology,Materials,Real Estate,Telecommunication Services,Utilities
1839,Meridian Energy,Yes,New Zealand,Utilities,28/06/2017,936.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,7100.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,4.0,,4.86,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,nzmele0002s7,0.018285511,0.011390563000000001,0.012591357,0.014385218,0.452882206,4.863494132,936.0,7100.0,8036.0,0,0,0,0,0,0,0,0,0,0,1
1840,New Zealand Oil & Gas,Yes,New Zealand,Energy,28/06/2017,23730.0,0.0,Reported: Company Filings (Reviewed),7.0,, NA ,0.0,15000.0,Estimated: Oil & Gas Extraction,6.0,,1467.05,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,nznoge0001s6,,,,,0.0,1467.0454550000002,23730.0,15000.0,38730.0,0,0,1,0,0,0,0,0,0,0,0
1841,Rakon,Yes,New Zealand,Information Technology,31/12/2016,1334.38,0.0,Reported: CDP (Not Reviewed),,, NA ,650.0,0.0,Reported: CDP (Not Reviewed),,,29.54,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,29.54265297,1334.38,650.0,1984.38,0,0,0,0,0,0,1,0,0,0,0
1842,Ryman Healthcare,Yes,New Zealand,Health Care,30/03/2017,0.0,2600.0,Estimated: Gamma GLM,4.0,, NA ,0.0,1000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,17.58,Location-based,122,50,44,82,72,92,56,91,98,64,99,91,60,107,58,71,114,71,95,36,255,0,26,58,64,25,"1,907",39,46,297,147,0.29,0.24,0.18,0.01,0.07,0.31,nzryme0001s4,0.015108878000000001,0.012406871000000002,0.016191035,0.019355585,0.243609023,17.58499414,2600.0,1000.0,3600.0,0,0,0,0,1,0,0,0,0,0,0
1843,Spark New Zealand,Yes,New Zealand,Telecommunication Services,30/06/2016,1751.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,16550.0,0.0,Reported: CDP (Reviewed),7.0,Scope 2 emissions reduced significantly this year with a reduction in consumption and a cleaner electricity grid.,7.98,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,nztele0001s4,0.017821677,0.012892973,0.01374374,0.015000895,0.42781954899999997,7.979994419,1751.0,16550.0,18301.0,0,0,0,0,0,0,0,0,0,1,0
1844,Warehouse Group,Yes,New Zealand,Consumer Discretionary,31/07/2016,4255.39,0.0,Reported: CDP (Not Reviewed),,, NA ,13957.8,0.0,Reported: CDP (Not Reviewed),,,9.23,Location-based,99,102,69,76,80,103,123,93,70,95,106,100,99,94,54,104,99,104,104,64,210,213,136,112,35,199,0,34,40,58,35,0.3,0.11,0.2,0.17,0.26,0.23,nzwhse0001s6,0.014400783,0.01308823,0.01038825,0.00990017,0.612030075,9.230093652999999,4255.39,13957.8,18213.19,1,0,0,0,0,0,0,0,0,0,0
1845,SEPLAT Petroleum Development Co Plc,Yes,Nigeria,Energy,31/12/2016,0.0,180000.0,Estimated: Oil & Gas Extraction,6.0,, NA ,0.0,25000.0,Estimated: Oil & Gas Extraction,6.0,,806.39,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,ngseplat0008,0.030638303,0.02243333,0.022137212000000003,0.022324827999999998,0.162406015,806.3881677,180000.0,25000.0,205000.0,0,0,1,0,0,0,0,0,0,0,0
1846,KLP,Yes,Norway,Financials,31/12/2016,7.0,0.0,Reported: CDP (Not Reviewed),,711.3,  ,179.8,0.0,Reported: CDP (Not Reviewed),,"The location-based energy emissions i Norway are very low because of Norway's vast hydropower generation. However, as Norway is part of the Guarantees of origin market (with very cheap guarantees of origin), the market-based energy emission factor is quite high. In the updated energy report from the Norwegian government, the GO system is criticized for its incapability of contributing to increased renewable energy production, and hence KLP is hesitant to procure GOs for our energy consumption.",2.47,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,2.46680731,7.0,179.8,186.8,0,0,0,1,0,0,0,0,0,0,0
1847,Aker BP,Yes,Norway,Energy,31/12/2016,0.0,260000.0,Estimated: Carried Forwards,5.0,, NA ,0.0,130000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,309.33,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010345853,0.031855756,0.019069668999999997,0.024538572999999998,0.024633929,0.119799499,309.3274112,260000.0,130000.0,390000.0,0,0,1,0,0,0,0,0,0,0,0
1848,Aker ASA,Yes,Norway,Financials,31/12/2016,1.5,0.0,Reported: CDP (Not Reviewed),,, NA ,426.6,0.0,Reported: CDP (Not Reviewed),,Based on AIB - European Attribute Mix for Norway,0.08,Location-based,57,32,93,72,93,94,124,87,96,67,66,114,91,87,44,108,71,108,99,121,23,407,174,147,0,56,0,37,88,0,38,0.31,0.09,0.11,0.28,0.25,0.06,no0010234552,0.023790467000000003,0.016034293999999998,0.020167745,0.020789403999999997,0.199749373,0.08227724,1.5,426.6,428.1,0,0,0,1,0,0,0,0,0,0,0
1849,Aker BP ASA,Yes,Norway,Energy,31/12/2016,834799.0,0.0,Reported: CDP (Not Reviewed),,, NA ,1581.0,0.0,Reported: CDP (Not Reviewed),,Related to Ivar Aasen. Energy is purchased from Edvard Grieg. The energy purchased from Valhall is 100% hydro power from shore. (see attachment),663.37,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,663.3724619,834799.0,1581.0,836380.0,0,0,1,0,0,0,0,0,0,0,0
1851,Atea ASA,Yes,Norway,Information Technology,31/12/2016,4454.3,0.0,Reported: CDP (Not Reviewed),,"6,725.80",  ,2628.3,0.0,Reported: CDP (Not Reviewed),,,3.01,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0004822503,0.019362017,0.0169542,0.016589338000000002,0.014374143999999998,0.453884712,3.008954115,4454.3,2628.3,7082.6,0,0,0,0,0,0,1,0,0,0,0
1852,Borregaard ASA,Yes,Norway,Materials,31/12/2016,134176.0,0.0,Reported: CDP (Reviewed),7.0,"363,226.00",  ,60785.0,0.0,Reported: CDP (Reviewed),7.0,,929.45,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010657505,0.020262945,0.017154849,0.020452417,0.013902395,0.469674185,929.4453994999999,134176.0,60785.0,194961.0,0,0,0,0,0,0,0,1,0,0,0
1853,Cermaq Group ASA,Yes,Norway,Consumer Staples,31/12/2016,35754.0,0.0,Reported: CDP (Not Reviewed),,"29,209.00",  ,17905.0,0.0,Reported: CDP (Not Reviewed),,Chile operations does not have emission factors for market based electricity,68.26,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010003882,,,,,0.0,68.26240294,35754.0,17905.0,53659.0,0,1,0,0,0,0,0,0,0,0,0
1854,DNB ASA,Yes,Norway,Financials,31/12/2016,987.0,0.0,Reported: CDP (Reviewed),7.0,995,  ,6493.0,0.0,Reported: CDP (Reviewed),7.0,"Market based: DNB purchased local Guaranties of Origin, RECs and I-RECs for all of DNB’s electricity consumption worldwide (0 tCO2e/MWh). The figure reported is the consumption of district heating and cooling, since there are no known contractual instruments for these products the calculation is based on the location based emission factor.",0.23,Market-based,77,129,91,99,61,99,44,83,62,59,75,113,145,76,137,106,89,106,123,163,72,432,167,98,102,49,0,0,0,213,86,0.03,0.1,0.25,0.03,0.13,0.02,no0010031479,0.022817319,0.012682583999999998,0.014418483000000001,0.014775143000000001,0.43859649100000003,0.226069639,987.0,6493.0,7480.0,0,0,0,1,0,0,0,0,0,0,0
1855,DNO International ASA,Yes,Norway,Energy,31/12/2016,97062.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,893.0,0.0,Reported: CDP (Reviewed),7.0,Grid Electricity for Offices,485.41,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003921009,0.036988622,0.028886812,0.02902592,0.022428322999999997,0.16040100300000001,485.40634289999997,97062.0,893.0,97955.0,0,0,1,0,0,0,0,0,0,0,0
1856,DOF ASA,Yes,Norway,Energy,31/12/2016,605177.0,0.0,Reported: CDP (Not Reviewed),,, NA ,1159.0,0.0,Reported: CDP (Not Reviewed),,Market-based emission not available currently.,625.7,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010070063,0.052091847999999996,0.026688595,0.034035585,0.052753897,0.00952381,625.7014602,605177.0,1159.0,606336.0,0,0,1,0,0,0,0,0,0,0,0
1857,Ekornes ASA,Yes,Norway,Consumer Discretionary,31/12/2016,812.0,0.0,Reported: CDP (Not Reviewed),,"8,324.00",  ,2540.0,0.0,Reported: CDP (Not Reviewed),,"Operations in markets providing product or supplier specific data in the form of contractual instruments in Norway and USA. Thailand and Vietnam does not have product or supplier specific data in the form of contractual instruments, and a location-based factor is given.",24.4,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003035305,0.02018051,0.018733703,,,0.0,24.39584502,812.0,2540.0,3352.0,1,0,0,0,0,0,0,0,0,0,0
1858,Entra Asa,Yes,Norway,Real Estate,31/12/2016,302.8,0.0,Reported: CDP (Not Reviewed),,"29,199.10",  ,6252.2,0.0,Reported: CDP (Not Reviewed),,,86.92,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,0,,,,,0.0,86.91856697,302.8,6252.2,6555.0,0,0,0,0,0,0,0,0,1,0,0
1859,Europris,Yes,Norway,Consumer Discretionary,31/12/2016,356.0,0.0,Reported: CDP (Not Reviewed),,"16,293.00",  ,3170.0,0.0,Reported: CDP (Not Reviewed),,,28.06,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,0,,,,,0.0,28.05837841,356.0,3170.0,3526.0,1,0,0,0,0,0,0,0,0,0,0
1860,EVRY ASA,Yes,Norway,Information Technology,31/12/2016,103.0,0.0,Reported: CDP (Not Reviewed),,"23,798.00",  ,7384.0,0.0,Reported: CDP (Not Reviewed),,,16.38,Market-based,147,84,77,142,95,112,38,79,100,84,85,79,42,134,71,66,105,66,92,55,120,0,173,80,132,317,69,0,77,55,45,0.25,0.26,0.13,0.18,0.23,0.27,no0010019649,0.0,0.036128402999999996,0.018266595,0.012808603,0.512280702,16.38188062,103.0,7384.0,7487.0,0,0,0,0,0,0,1,0,0,0,0
1861,Frontline Ltd,Yes,Norway,Energy,31/12/2016,1693795.0,0.0,Reported: CDP (Not Reviewed),,102,  ,38.0,0.0,Reported: CDP (Not Reviewed),,,2245.62,Market-based,108,49,152,71,199,110,166,128,97,132,95,79,145,59,89,169,81,169,103,142,39,719,26,95,117,33,0,77,45,261,145,0.18,0.01,0.19,0.02,0.07,0.04,bmg3682e1277,,,,,0.0,2245.624478,1693795.0,38.0,1693833.0,0,0,1,0,0,0,0,0,0,0,0
1862,Gjensidige Forsikring ASA,Yes,Norway,Financials,31/12/2016,524.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,1640.0,0.0,Reported: CDP (Reviewed),7.0,,0.66,Location-based,77,68,122,99,100,94,73,122,93,108,132,89,168,98,80,112,91,112,90,113,6,0,106,124,97,82,34,0,112,27,44,0.22,0.08,0.08,0.24,0.23,0.08,no0010582521,0.01691568,0.011149941000000002,0.015575549,0.009322579000000001,0.633082707,0.660434654,524.0,1640.0,2164.0,0,0,0,1,0,0,0,0,0,0,0
1863,Kongsberg Gruppen ASA,Yes,Norway,Industrials,31/12/2016,702.0,0.0,Reported: CDP (Not Reviewed),,, NA ,10199.0,0.0,Reported: CDP (Not Reviewed),,,5.77,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003043309,0.019532761000000003,0.014163093,0.02325378,0.019401593999999998,0.24210526300000001,5.774721753,702.0,10199.0,10901.0,0,0,0,0,0,1,0,0,0,0,0
1864,Lerøy Seafood Group,Yes,Norway,Consumer Staples,31/12/2016,14171.0,0.0,Reported: CDP (Not Reviewed),,, NA ,1407.0,0.0,Reported: CDP (Not Reviewed),,,7.57,Location-based,167,250,230,167,59,114,42,69,137,116,201,93,71,131,29,106,89,106,126,46,75,0,0,101,19,32,233,0,0,0,0,0.32,0.1,0.25,0.28,0.31,0.29,no0003096208,0.020454345,0.016573078999999998,0.020372088,0.020244668,0.217042607,7.57172923,14171.0,1407.0,15578.0,0,1,0,0,0,0,0,0,0,0,0
1865,Marine Harvest Group,Yes,Norway,Consumer Staples,31/12/2016,111976.0,0.0,Reported: CDP (Reviewed),7.0,"69,039.00",  ,61557.0,0.0,Reported: CDP (Reviewed),7.0,,46.59,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003054108,0.018108745,0.015130908,0.016116541,0.01672903,0.34786967399999996,46.59078917,111976.0,61557.0,173533.0,0,1,0,0,0,0,0,0,0,0,0
1866,Norwegian Air Shuttle ASA,Yes,Norway,Industrials,31/12/2016,0.0,4000000.0,Estimated: Gamma GLM,5.0,, NA ,0.0,10000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,1297.05,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010196140,0.029969944,0.027427653,0.046990017,0.05460825,0.00877193,1297.046228,4000000.0,10000.0,4010000.0,0,0,0,0,0,1,0,0,0,0,0
1867,Norsk Hydro,Yes,Norway,Materials,31/12/2016,9920836.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,3766836.0,0.0,Reported: CDP (Reviewed),7.0,"Although Hydro has operations in regions where green certificates like Guarantees of Origin is traded, we do not report emissions according to the market-based approach. We do not believe that a market based approach gives a correct picture of our emissions, as trading of these certificates has no physical connection to our production. In our opinion, this virtual trading of “green” electricity is thus only an administrative improvement, and does not reflect actual physical improvements. Trading of these certificates is an easy and cheap way of greenwashing a production that in fact is physically connected to fossil energy consumption.",1401.92,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0005052605,0.024800463999999998,0.017776483,0.020272843999999998,0.021811614,0.174686717,1401.915492,9920836.0,3766836.0,13687672.0,0,0,0,0,0,0,0,1,0,0,0
1868,Nordic Semiconductor ASA,Yes,Norway,Information Technology,31/12/2016,0.0,0.0,Reported: CDP (Not Reviewed),, -   , -   ,627.4,0.0,Reported: CDP (Not Reviewed),,The only market-based Scope 2 components are where we have REC for purchase of renewable energy.,0.0,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003055501,0.02891358,0.019875765,0.030954494,0.027230797,0.080701754,0.0,0.0,627.4,627.4,0,0,0,0,0,0,1,0,0,0,0
1869,Norwegian Property ASA,Yes,Norway,Real Estate,31/12/2016,1.0,0.0,Reported: CDP (Not Reviewed),,"15,024.00",  ,2982.0,0.0,Reported: CDP (Not Reviewed),,,139.99,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010317811,0.019764375,0.016604118,0.015104258,0.017318763,0.32330827100000004,139.9888195,1.0,2982.0,2983.0,0,0,0,0,0,0,0,0,1,0,0
1870,Norske Skog,Yes,Norway,Materials,31/12/2016,0.0,480000.0,Estimated: Carried Forwards,5.0,, NA ,0.0,640000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,793.4,Location-based,34,48,178,89,145,94,130,141,87,142,64,101,140,64,22,152,84,152,116,106,23,176,75,130,86,146,0,337,0,0,116,0.32,0.02,0.25,0.28,0.09,0.09,no0004135633,0.037127237,,,,0.0,793.4034173,480000.0,640000.0,1120000.0,0,0,0,0,0,0,0,1,0,0,0
1871,Odfjell SE,Yes,Norway,Industrials,31/12/2016,1310350.0,0.0,Reported: DC (Reviewed),7.0,, NA ,22029.0,0.0,Reported: CDP (Not Reviewed),,,1615.18,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003399909,0.028194085,0.024654679,0.021931093999999998,0.015580893,0.40150375899999996,1615.18105,1310350.0,22029.0,1332379.0,0,0,0,0,0,1,0,0,0,0,0
1872,Orkla ASA,Yes,Norway,Consumer Staples,31/12/2016,91621.2,0.0,Reported: CDP (Reviewed),7.0,"110,007.50",  ,54112.0,0.0,Reported: CDP (Reviewed),7.0,,45.63,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003733800,0.015769093,0.009465597,0.014892048,0.012150268999999998,0.540100251,45.6277792,91621.2,54112.0,145733.2,0,1,0,0,0,0,0,0,0,0,0
1873,Petroleum Geo-Services ASA,Yes,Norway,Energy,31/12/2016,393286.0,0.0,Reported: CDP (Not Reviewed),,, NA ,7042.0,0.0,Reported: CDP (Not Reviewed),,,523.78,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010199151,0.055900480999999995,0.033888619,0.039125882,0.056490462000000005,0.007518797,523.7838545,393286.0,7042.0,400328.0,0,0,1,0,0,0,0,0,0,0,0
1874,Salmar ASA,Yes,Norway,Consumer Staples,31/12/2016,13621.0,0.0,Reported: CDP (Not Reviewed),,"4,867.00",  ,2399.0,0.0,Reported: CDP (Not Reviewed),,,17.31,Market-based,50,93,215,166,97,147,63,92,155,83,131,96,63,151,36,79,80,79,112,85,33,0,36,125,0,71,116,0,129,46,56,0.32,0.21,0.07,0.2,0.2,0.15,,,,,,0.0,17.3134552,13621.0,2399.0,16020.0,0,1,0,0,0,0,0,0,0,0,0
1875,Schibsted ASA,Yes,Norway,Consumer Discretionary,31/12/2016,1568.0,0.0,Reported: CDP (Reviewed),7.0,"13,360.00",  ,3744.0,0.0,Reported: CDP (Reviewed),7.0,,7.9,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003028904,0.022934182999999997,0.020793129,0.021555424,0.018311664,0.282205514,7.903514437999999,1568.0,3744.0,5312.0,1,0,0,0,0,0,0,0,0,0,0
1876,Storebrand ASA,Yes,Norway,Financials,31/12/2016,0.0,0.0,Reported: CDP (Not Reviewed),,7,  ,341.0,0.0,Reported: CDP (Not Reviewed),,,0.0,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0003053605,0.026367237999999998,0.014308715,0.014333328000000001,0.01354486,0.484711779,0.001077309,0.0,341.0,341.0,0,0,0,1,0,0,0,0,0,0,0
1877,Statoil ASA,Yes,Norway,Energy,31/12/2016,15407140.0,0.0,Reported: CDP (Reviewed),7.0,"2,551,625.00",  ,322164.0,0.0,Reported: CDP (Reviewed),7.0,,393.07,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010096985,0.025160957999999997,0.0123063,0.016452063,0.013923443999999998,0.46817042600000003,393.0740019,15407140.0,322164.0,15729304.0,0,0,1,0,0,0,0,0,0,0,0
1878,Subsea 7,Yes,Norway,Energy,31/12/2016,408887.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,7730.0,0.0,Reported: CDP (Reviewed),7.0,Electricity usage onshore in the listed countries,116.81,Location-based,104,20,169,93,111,114,96,107,113,136,99,113,120,106,149,102,105,102,110,124,104,395,184,112,58,85,0,367,82,20,158,0.02,0.11,0.12,0.26,0.06,0.06,lu0075646355,0.031572716,0.019985831000000003,0.023650678999999997,0.021860041,0.17393483699999998,116.80741299999998,408887.0,7730.0,416617.0,0,0,1,0,0,0,0,0,0,0,0
1879,Telenor Group,Yes,Norway,Telecommunication Services,31/12/2016,378231.0,0.0,Reported: CDP (Reviewed),7.0,"1,161,833.00",  ,952338.0,0.0,Reported: CDP (Reviewed),7.0,,98.36,Market-based,72,87,69,105,67,101,56,84,90,53,103,87,86,99,53,80,101,80,91,90,193,201,245,84,61,431,157,0,44,63,38,0.3,0.21,0.19,0.16,0.25,0.13,no0010063308,0.019418693,0.012228072,0.013729106000000001,0.012385334,0.5315789470000001,98.35837749,378231.0,952338.0,1330569.0,0,0,0,0,0,0,0,0,0,1,0
1880,Tomra Systems ASA,Yes,Norway,Industrials,31/12/2016,164000.0,0.0,Reported: CDP (Not Reviewed),,, NA ,7200.0,0.0,Reported: CDP (Not Reviewed),,Calculated using grid average emissions in all markets,217.4,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0005668905,0.018074023,0.012916833999999999,0.021909496,0.018211657,0.285964912,217.40234669999998,164000.0,7200.0,171200.0,0,0,0,0,0,1,0,0,0,0,0
1881,Veidekke ASA,Yes,Norway,Industrials,31/12/2016,74114.0,0.0,Reported: CDP (Not Reviewed),,"31,464.00",  ,6534.0,0.0,Reported: CDP (Not Reviewed),,,30.97,Market-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0005806802,0.019884738,0.013882648000000001,0.017674518,0.014625202,0.44210526299999997,30.97182619,74114.0,6534.0,80648.0,0,0,0,0,0,1,0,0,0,0,0
1882,Yara International ASA,Yes,Norway,Materials,31/12/2016,12400000.0,0.0,Reported: CDP (Reviewed),7.0,, NA ,1322500.0,0.0,Reported: CDP (Reviewed),7.0,Covers electricity purchase from the national grids in 14 countries,1209.34,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,no0010208051,0.019707016,0.01626798,0.016859697,0.019149586,0.25037594,1209.339831,12400000.0,1322500.0,13722500.0,0,0,0,0,0,0,0,1,0,0,0
1883,Oman Oil Marketing Co,Yes,Oman,Energy,31/12/2016,0.0,250000.0,Estimated: Gamma GLM,4.0,, NA ,0.0,55000.0,Estimated: IEA National Grid Emissions Factor applied to Estimated SHEC.,5.0,,716.1,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,om0000002572,0.002402683,0.006845161,0.00820766,0.004427155,0.6774436090000001,716.0969196000001,250000.0,55000.0,305000.0,0,0,1,0,0,0,0,0,0,0,0
1884,Hub Power Company Ltd,Yes,Pakistan,Utilities,28/06/2017,0.0,9200000.0,"Estimated: Gas Generation, Gamma GLM",6.0,, NA ,0.0,59000.0,"Estimated: Gamma GLM, Gas Generation",6.0,,9585.68,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,pk0065001015,0.011976881000000002,0.01558906,0.016824903000000002,0.012895206999999999,0.507518797,9585.679973,9200000.0,59000.0,9259000.0,0,0,0,0,0,0,0,0,0,0,1
1885,National Refinery Limited,Yes,Pakistan,Energy,28/06/2017,0.0,1100000.0,"Estimated: O&G  Refining, Gamma GLM",6.0,, NA ,0.0,98000.0,"Estimated: Gamma GLM, O&G  Refining",6.0,,1168.02,Location-based,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32,0.32,0.25,0.28,0.31,0.32,,,,,,0.0,1168.0170039999998,1100000.0,98000.0,1198000.0,0,0,1,0,0,0,0,0,0,0,0
